input,target
390614-117437,273177
171809-698952,-527143
333706+77415,411121
494756+868922,1363678
826199-799836,26363
506544+592069,1098613
430159+810488,1240647
140784+206125,346909
519688-831612,-311924
715002-630791,84211
366908+433776,800684
872544-406286,466258
121506-236145,-114639
179587-998704,-819117
972507-433316,539191
749447+243223,992670
796334+949098,1745432
926141+46548,972689
500719-501009,-290
851599-942520,-90921
636819-405897,230922
804724+520689,1325413
124720-889359,-764639
48739-790246,-741507
961794+566401,1528195
819504+75914,895418
494955-635172,-140217
196603+197051,393654
943518-72399,871119
752041+246470,998511
428121+212041,640162
467243+267607,734850
798549+829851,1628400
984093-647923,336170
581113+31278,612391
64160-192948,-128788
499275+709414,1208689
454274+581526,1035800
323748+530814,854562
629869+97695,727564
878777-683606,195171
528915-685714,-156799
254072-85422,168650
92452+945410,1037862
503493+780074,1283567
650392-343902,306490
138432+548876,687308
966053+596221,1562274
26566-131005,-104439
748640+540770,1289410
862162+99369,961531
653900-619940,33960
756109-500518,255591
774370+254337,1028707
726863+333750,1060613
592027-436684,155343
583319+296756,880075
611480-734941,-123461
573022-907368,-334346
71279-258867,-187588
831427-413283,418144
349602+201296,550898
229043-981135,-752092
882797-69563,813234
981298+121373,1102671
421219+317249,738468
581460+262881,844341
106335-920428,-814093
350037+253499,603536
294902+886316,1181218
36967-429247,-392280
316299-199952,116347
320130+668974,989104
951352-244259,707093
270284-81425,188859
150120-298958,-148838
134160+756148,890308
11061-610359,-599298
551090+132173,683263
530419-787467,-257048
300613+13695,314308
688720+829828,1518548
977028+488250,1465278
719109-245933,473176
864612+565478,1430090
914068-986809,-72741
803961+419442,1223403
486214-215000,271214
82969+273931,356900
250213-779408,-529195
204417+687487,891904
202579-346438,-143859
332150+94129,426279
70048+142406,212454
413717-303509,110208
320429+923856,1244285
417398+294135,711533
296104+215989,512093
961437+443280,1404717
13353-839340,-825987
332074-124146,207928
718670+647074,1365744
966286+655003,1621289
648368+566364,1214732
921768-300201,621567
775582+32194,807776
20138-248738,-228600
254173-691316,-437143
923121-796336,126785
780994+130929,911923
525769+728037,1253806
540887+834699,1375586
216536-804590,-588054
573296+400421,973717
234884-554104,-319220
830224-103799,726425
658567-896097,-237530
798040-652361,145679
96063-827710,-731647
879007-520346,358661
620612-248406,372206
781487+728995,1510482
802855-900932,-98077
69102-539990,-470888
934559-568321,366238
325541-982733,-657192
345898-341132,4766
705272+239757,945029
463267-23737,439530
993001-781629,211372
936271+883465,1819736
227567-279012,-51445
331847-803619,-471772
25358+734534,759892
748073-724933,23140
709685+540554,1250239
8238-216935,-208697
975733-966700,9033
167466+448471,615937
665441-737767,-72326
208982-134879,74103
845045-411726,433319
417213+793991,1211204
77347-475473,-398126
374889-304015,70874
876004+390662,1266666
422971-845012,-422041
631067+881465,1512532
167769+52442,220211
218272+623993,842265
523843-1199,522644
430286+439135,869421
68762-855128,-786366
42464+564425,606889
865784-629521,236263
764779+828217,1592996
420411-964775,-544364
283435-624615,-341180
819867-815269,4598
671460-739927,-68467
575030-166677,408353
532057+870833,1402890
243992-276428,-32436
905978+495032,1401010
647183+987713,1634896
655814-310040,345774
415081+72525,487606
992057-17111,974946
876250-632228,244022
856669+70351,927020
645991-689892,-43901
488676+78163,566839
249333-451250,-201917
708685+105891,814576
389487-664469,-274982
88819-165565,-76746
489999-868115,-378116
311448-664273,-352825
77245-965462,-888217
654288-522819,131469
403210+626155,1029365
359180+829796,1188976
881397-827296,54101
710015-536417,173598
626417+861931,1488348
785444+662849,1448293
15476-917582,-902106
106097+175695,281792
357420+491397,848817
481180-332758,148422
943401-997359,-53958
228109-258783,-30674
979063-538375,440688
64799+172467,237266
614838-977948,-363110
295395+338484,633879
578816-813233,-234417
436778-363795,72983
736285+630765,1367050
42647-631888,-589241
843647+347382,1191029
610432-764594,-154162
260403+477262,737665
28796+446798,475594
254677+324012,578689
928625+527015,1455640
783792-48296,735496
541505+589139,1130644
508358+568531,1076889
722449+302796,1025245
930901+563482,1494383
5803+814673,820476
15372+123819,139191
380107-199411,180696
849500+798224,1647724
104380-533390,-429010
985078+959826,1944904
703544+832458,1536002
205058-195689,9369
963066+731619,1694685
95768+699756,795524
585057-197019,388038
470214+179481,649695
555015+525462,1080477
890955-864203,26752
365593+39568,405161
187450+158980,346430
60418-964994,-904576
619014-950858,-331844
309571-654236,-344665
554575+321664,876239
467459-802416,-334957
324911+400413,725324
46029+80069,126098
287769-389174,-101405
151551+221037,372588
72842+782356,855198
166760+291991,458751
486081-209696,276385
95279+633206,728485
889774+439382,1329156
810396+606233,1416629
574939+562569,1137508
62227-420177,-357950
876730+821971,1698701
542918+626876,1169794
665254-509574,155680
786169-168620,617549
949876-787117,162759
551805-193235,358570
749116-528358,220758
533045+262173,795218
633530+852016,1485546
385368+528682,914050
205935-682657,-476722
673620-739572,-65952
979597+481828,1461425
186424-447014,-260590
823975+682837,1506812
540930-179449,361481
973099-451404,521695
373215-73568,299647
721610+764104,1485714
872255+216091,1088346
141845-718070,-576225
235409-908217,-672808
983669+35261,1018930
885588-804624,80964
895425+374321,1269746
180622-677559,-496937
29046+573081,602127
498784-442592,56192
947222-25516,921706
883638+341560,1225198
853079+271632,1124711
395972-619938,-223966
668008+564706,1232714
904255-428493,475762
680845-671005,9840
960347-489919,470428
808265+331267,1139532
702008+118555,820563
610068-441605,168463
58802+443220,502022
395086-96478,298608
567755-434247,133508
721685-709839,11846
226736-151829,74907
665183-201239,463944
316952+413584,730536
130583-645527,-514944
881430+277690,1159120
56472+75959,132431
216411-537278,-320867
958537+322612,1281149
318571+614627,933198
585683-765039,-179356
398370+42276,440646
195470-763462,-567992
502890-952477,-449587
300807-785063,-484256
953694+921566,1875260
649654+73745,723399
59494+991385,1050879
518468-402904,115564
725612+333964,1059576
623458+41910,665368
957581+634738,1592319
319730+349143,668873
651945+760624,1412569
208516+276274,484790
288488-98559,189929
95762+169515,265277
209413-744297,-534884
192439+58570,251009
527857+479921,1007778
492543+81351,573894
449941-874081,-424140
365237-216581,148656
952468-902860,49608
975998-923136,52862
253601-481169,-227568
587865-94633,493232
662398+127278,789676
734534-240224,494310
170052-944984,-774932
370524+240978,611502
749344+332399,1081743
212868+765985,978853
311663-647472,-335809
973606+882556,1856162
21897-881385,-859488
712947-738927,-25980
823396+432861,1256257
835040+677623,1512663
111150+831389,942539
221011-333148,-112137
70325-519673,-449348
336459-244717,91742
5900-673695,-667795
865094+999321,1864415
57557+740914,798471
883625-437442,446183
132332+353272,485604
773666+352173,1125839
470827-568286,-97459
150053-844152,-694099
54151+917898,972049
347906-290015,57891
398125-316029,82096
938046-81529,856517
742135-26784,715351
648088+75976,724064
323994+371969,695963
649666-324322,325344
42837-599950,-557113
828854+378385,1207239
248823+252614,501437
991110-476233,514877
638108-755999,-117891
508149-855441,-347292
682419+421433,1103852
970587-838041,132546
904557+328995,1233552
233602-6321,227281
134469+17726,152195
981660+685224,1666884
258689+693426,952115
842976-110440,732536
83798+361057,444855
449403-233016,216387
171110+357677,528787
63749+962477,1026226
90099-895922,-805823
956953-618281,338672
799777-511134,288643
954662-768523,186139
627138+822029,1449167
493886+759992,1253878
116941-958842,-841901
292186+778752,1070938
708869-756132,-47263
525436+937540,1462976
645520+897209,1542729
472546+302220,774766
234599-990978,-756379
910543-840091,70452
530571-180177,350394
591416+783038,1374454
669853+665313,1335166
480411-575411,-95000
738140+30013,768153
743407+613033,1356440
391953-655802,-263849
14534+40224,54758
143398-40335,103063
229928+227800,457728
22806+348067,370873
406865+520068,926933
912172-468566,443606
356441+577518,933959
569973-535001,34972
519111+607682,1126793
507732-190163,317569
534254-269341,264913
561557-528900,32657
705213+923851,1629064
417374-804476,-387102
768245-681936,86309
415335+348197,763532
60883-345428,-284545
935010+691811,1626821
60239+86280,146519
75027+993413,1068440
457646-425342,32304
329414-303765,25649
959998+784186,1744184
988127-928480,59647
986899-623872,363027
91769+159197,250966
452019+629370,1081389
263854+917342,1181196
266897+833510,1100407
627967+152187,780154
596645-750122,-153477
480382+915801,1396183
979062-884290,94772
551897+262088,813985
126374-130308,-3934
400042-63435,336607
360690-745491,-384801
630641+429603,1060244
922022+709131,1631153
615080-592203,22877
279502+587056,866558
813900-569736,244164
920382-642108,278274
675138-843183,-168045
860118-127182,732936
906285+278211,1184496
268262-775572,-507310
185645-141425,44220
787638-278045,509593
706399-387376,319023
618852+905112,1523964
40924-672922,-631998
176038+131051,307089
641198+175639,816837
826472-931328,-104856
915585-897099,18486
333054+576884,909938
510679+227704,738383
883454+543527,1426981
104684+950092,1054776
505615-641041,-135426
464066-296150,167916
361947-85884,276063
746977+736986,1483963
937623-162121,775502
199577+435506,635083
264780-642288,-377508
107297+43152,150449
476771+352069,828840
345734-973899,-628165
757976-255891,502085
443251-457336,-14085
77191+683559,760750
113395+928356,1041751
997852+381089,1378941
252420+699915,952335
775709+148500,924209
151554+659572,811126
132474-527194,-394720
333922+220039,553961
499088-589582,-90494
458896+851839,1310735
789907-522490,267417
582619-903235,-320616
958221+618724,1576945
531968-543765,-11797
148670+690481,839151
236626+655114,891740
225908+136126,362034
434172+712722,1146894
183333-505522,-322189
22676-531321,-508645
841860+793627,1635487
922356-617169,305187
118922-367954,-249032
467423+942357,1409780
347148-496592,-149444
723749-777680,-53931
585327+550472,1135799
759613+817193,1576806
804107-450217,353890
709848+453430,1163278
256367+308588,564955
239098+285355,524453
107163+662787,769950
877425-452060,425365
355930+410106,766036
858302-391807,466495
241479-701953,-460474
758667-238958,519709
789642+802475,1592117
141187-258789,-117602
610206-321579,288627
648884+894695,1543579
529328+979229,1508557
553748-703427,-149679
55752-158414,-102662
760889-587644,173245
160931+711491,872422
495269+365025,860294
921542-995223,-73681
849707+29365,879072
709058+411356,1120414
549899+557591,1107490
333908+794140,1128048
587361-255320,332041
808642+252043,1060685
220083+755382,975465
994540+521417,1515957
985789-519588,466201
504739+827163,1331902
662847+172615,835462
690145+538972,1229117
670977-172686,498291
491246+297922,789168
106062-19643,86419
91347-79825,11522
489969-205597,284372
786887+802253,1589140
500873-810741,-309868
380055+184498,564553
835685+124696,960381
131240+79960,211200
808470-727801,80669
254581+722739,977320
350748-422106,-71358
484743-986867,-502124
629168+822129,1451297
834700+856993,1691693
161984-291081,-129097
553377-335096,218281
404110+837042,1241152
913314-518327,394987
909701-87229,822472
962564+815469,1778033
36671-709753,-673082
712177-128338,583839
997169-467654,529515
817251-224790,592461
809170+698550,1507720
74789+23503,98292
600540-252922,347618
159503-138518,20985
542757-430594,112163
